
BSSID, First time seen, Last time seen, channel, Speed, Privacy, Cipher, Authentication, Power, # beacons, # IV, LAN IP, ID-length, ESSID, Key
FE:53:04:2B:9E:BB, 2023-07-28 10:32:56, 2023-07-28 10:32:56, -61,        2, (not associated) ,
86:3B:F5:2F:BE:62, 2023-07-28 10:32:56, 2023-07-28 10:32:56, -61,        1, (not associated) ,
3E:3F:4A:0F:97:97, 2023-07-28 10:32:56, 2023-07-28 10:32:56, -61,        1, (not associated) ,
82:60:FA:05:6B:A8, 2023-07-28 10:32:56, 2023-07-28 10:32:56, -63,        2, (not associated) ,
52:7E:BB:61:F6:20, 2023-07-28 10:32:57, 2023-07-28 10:32:57, -39,        2, (not associated) ,
76:49:01:52:C4:B2, 2023-07-28 10:32:58, 2023-07-28 10:32:58, -59,        1, (not associated) ,
56:E6:3F:F5:64:B3, 2023-07-28 10:32:58, 2023-07-28 10:32:58, -43,        2, (not associated) ,
2E:B8:0B:B9:2D:97, 2023-07-28 10:32:58, 2023-07-28 10:32:58, -45,        1, (not associated) ,
CA:5F:49:64:B4:08, 2023-07-28 10:32:58, 2023-07-28 10:32:58, -65,        1, (not associated) ,
72:24:2F:55:3F:CA, 2023-07-28 10:33:00, 2023-07-28 10:33:00, -67,        2, (not associated) ,
FE:89:B1:C8:4B:52, 2023-07-28 10:33:00, 2023-07-28 10:33:00, -59,        1, (not associated) ,
2E:AD:D1:32:E3:0A, 2023-07-28 10:33:00, 2023-07-28 10:33:00, -61,        1, (not associated) ,
B6:35:B2:94:99:64, 2023-07-28 10:33:01, 2023-07-28 10:33:01, -65,        4, (not associated) ,
E6:83:7F:8E:8C:9F, 2023-07-28 10:33:02, 2023-07-28 10:33:02, -55,        1, (not associated) ,
DA:DF:DA:A5:D5:83, 2023-07-28 10:33:02, 2023-07-28 10:33:02, -47,        2, (not associated) ,
8E:45:51:0A:DB:23, 2023-07-28 10:33:02, 2023-07-28 10:33:02, -47,        2, (not associated) ,
FA:E7:90:46:49:D8, 2023-07-28 10:33:02, 2023-07-28 10:33:02, -53,        8, (not associated) ,
16:47:DF:5F:6A:66, 2023-07-28 10:33:02, 2023-07-28 10:33:02, -71,        1, (not associated) ,
E2:A2:64:D8:C5:62, 2023-07-28 10:33:02, 2023-07-28 10:33:02, -45,        2, (not associated) ,
6A:31:07:52:22:44, 2023-07-28 10:33:02, 2023-07-28 10:33:02, -63,        1, (not associated) ,GIVC
8E:8F:0A:F7:5B:7C, 2023-07-28 10:33:02, 2023-07-28 10:33:02, -63,        1, (not associated) ,GIVC
A2:33:6D:57:CF:EF, 2023-07-28 10:33:04, 2023-07-28 10:33:04, -49,        1, (not associated) ,
DE:4D:21:C0:34:BA, 2023-07-28 10:33:05, 2023-07-28 10:33:05, -43,        2, (not associated) ,
42:B9:19:34:87:47, 2023-07-28 10:33:05, 2023-07-28 10:33:05, -35,        2, (not associated) ,
A6:03:F1:EE:53:AB, 2023-07-28 10:33:06, 2023-07-28 10:33:21, -69,        2, (not associated) ,
76:E3:DA:37:95:E4, 2023-07-28 10:33:08, 2023-07-28 10:33:08, -61,        1, (not associated) ,IT2 Wireless
9A:8C:96:58:00:48, 2023-07-28 10:33:08, 2023-07-28 10:33:08, -61,        1, (not associated) ,
52:F1:E4:0C:F9:21, 2023-07-28 10:33:08, 2023-07-28 10:33:08, -37,        2, (not associated) ,
CA:1B:63:FD:3E:3B, 2023-07-28 10:33:08, 2023-07-28 10:33:08, -37,        1, (not associated) ,
D6:61:9E:39:61:2D, 2023-07-28 10:33:09, 2023-07-28 10:33:09, -69,        1, (not associated) ,
0A:43:D0:EC:EC:4D, 2023-07-28 10:33:09, 2023-07-28 10:33:09, -47,        1, (not associated) ,
A6:E4:90:67:CB:18, 2023-07-28 10:33:09, 2023-07-28 10:33:09, -49,        1, (not associated) ,
92:AA:55:2D:BC:4B, 2023-07-28 10:33:09, 2023-07-28 10:33:09, -67,        1, (not associated) ,
8E:13:A4:35:85:54, 2023-07-28 10:33:09, 2023-07-28 10:33:09, -61,        2, (not associated) ,
B2:43:9C:39:26:C9, 2023-07-28 10:33:09, 2023-07-28 10:33:09, -43,        2, (not associated) ,
AA:97:0D:DB:50:27, 2023-07-28 10:33:09, 2023-07-28 10:33:09, -47,        1, (not associated) ,
F2:D7:18:D2:2C:A8, 2023-07-28 10:33:09, 2023-07-28 10:33:09, -43,        1, (not associated) ,
EE:1C:9E:D0:7D:BA, 2023-07-28 10:33:09, 2023-07-28 10:33:09, -41,        1, (not associated) ,
1E:5E:DB:90:F3:F1, 2023-07-28 10:33:09, 2023-07-28 10:33:09, -51,        1, (not associated) ,
9E:F3:6C:7B:C0:94, 2023-07-28 10:33:10, 2023-07-28 10:33:10, -53,        1, (not associated) ,
72:83:2F:F3:56:A8, 2023-07-28 10:33:10, 2023-07-28 10:33:10, -51,        1, (not associated) ,
7E:43:ED:51:B6:C4, 2023-07-28 10:33:10, 2023-07-28 10:33:10, -65,        2, (not associated) ,
86:C4:5D:2E:83:6D, 2023-07-28 10:33:10, 2023-07-28 10:33:10, -53,        1, (not associated) ,
5A:E0:3C:AA:E4:B7, 2023-07-28 10:33:10, 2023-07-28 10:33:10, -47,        2, (not associated) ,
EE:4B:9F:D8:49:BA, 2023-07-28 10:33:11, 2023-07-28 10:33:11, -65,        2, (not associated) ,
BA:68:C1:25:DE:A5, 2023-07-28 10:33:11, 2023-07-28 10:33:11, -71,        1, (not associated) ,
BA:1E:DA:B2:2E:57, 2023-07-28 10:33:11, 2023-07-28 10:33:11, -65,        2, (not associated) ,
F6:3E:09:67:14:D8, 2023-07-28 10:33:11, 2023-07-28 10:33:11, -67,        1, (not associated) ,
3E:5A:A0:83:B2:1A, 2023-07-28 10:33:12, 2023-07-28 10:33:12, -67,        1, (not associated) ,
BE:3E:6F:11:18:8C, 2023-07-28 10:33:13, 2023-07-28 10:33:13, -55,        2, (not associated) ,
42:AB:32:89:5B:6A, 2023-07-28 10:33:14, 2023-07-28 10:33:14, -67,        1, (not associated) ,
DA:A1:19:90:B6:9E, 2023-07-28 10:33:14, 2023-07-28 11:52:36, -67,      186, (not associated) ,MIREA_HOTSPOT
9A:DC:E3:90:21:39, 2023-07-28 10:33:15, 2023-07-28 10:33:15, -63,        1, (not associated) ,
B6:04:CA:D3:0A:B9, 2023-07-28 10:33:15, 2023-07-28 10:33:15, -61,        1, (not associated) ,
8E:B4:35:75:14:C8, 2023-07-28 10:33:15, 2023-07-28 10:33:15, -67,        1, (not associated) ,
32:A9:01:03:99:C4, 2023-07-28 10:33:15, 2023-07-28 10:33:15, -71,        1, (not associated) ,
F6:E2:BC:93:F0:5B, 2023-07-28 10:33:16, 2023-07-28 10:33:16, -65,        1, (not associated) ,
C6:23:63:58:C4:DB, 2023-07-28 10:33:16, 2023-07-28 10:33:16, -63,        1, (not associated) ,
12:C5:4B:96:24:C8, 2023-07-28 10:33:16, 2023-07-28 10:33:16, -67,        1, (not associated) ,
22:28:42:1E:E9:82, 2023-07-28 10:33:17, 2023-07-28 10:33:17, -61,        3, (not associated) ,AndroidShare_1576,AndroidShare_1901,Beeline121
2E:C1:64:F6:33:08, 2023-07-28 10:33:18, 2023-07-28 10:33:18, -61,        1, (not associated) ,
D6:78:E3:CF:B8:79, 2023-07-28 10:33:18, 2023-07-28 10:33:18, -67,        2, (not associated) ,
C6:77:42:3D:34:D4, 2023-07-28 10:33:18, 2023-07-28 10:33:18, -65,        1, (not associated) ,
1E:FC:35:B3:92:1A, 2023-07-28 10:33:18, 2023-07-28 10:33:18, -63,        1, (not associated) ,
F6:D6:67:79:E5:56, 2023-07-28 10:33:18, 2023-07-28 10:33:18, -59,        2, (not associated) ,
86:D3:E4:1E:78:EC, 2023-07-28 10:33:19, 2023-07-28 10:33:19, -59,        1, (not associated) ,
AA:6A:93:87:1D:95, 2023-07-28 10:33:19, 2023-07-28 10:33:19, -57,        1, (not associated) ,
C2:9E:41:FB:0C:E5, 2023-07-28 10:33:20, 2023-07-28 10:33:20, -55,        1, (not associated) ,
BC:F1:71:D5:47:BA, 2023-07-28 10:33:20, 2023-07-28 11:55:26, -49,      235, (not associated) ,
E2:A6:05:B3:DE:91, 2023-07-28 10:33:21, 2023-07-28 10:33:21, -65,        1, (not associated) ,
86:63:82:B4:8D:5E, 2023-07-28 10:33:21, 2023-07-28 10:33:21, -63,        1, (not associated) ,
4E:6E:84:91:99:83, 2023-07-28 10:33:24, 2023-07-28 10:33:24, -67,        1, (not associated) ,
86:4B:36:A8:15:B4, 2023-07-28 10:33:24, 2023-07-28 10:33:24, -67,        1, (not associated) ,
FE:44:1A:AE:07:E0, 2023-07-28 10:33:25, 2023-07-28 10:33:25, -63,        1, (not associated) ,
AA:D7:28:94:9E:F2, 2023-07-28 10:33:25, 2023-07-28 10:33:25, -37,        1, (not associated) ,
8E:E6:80:13:65:B7, 2023-07-28 10:33:26, 2023-07-28 10:33:26, -69,        1, (not associated) ,
AE:52:0D:46:40:39, 2023-07-28 10:33:26, 2023-07-28 10:33:26, -63,        1, (not associated) ,
66:35:6F:5D:90:C3, 2023-07-28 10:33:27, 2023-07-28 10:33:27, -69,        1, (not associated) ,IT2 Wireless
62:68:E9:67:43:18, 2023-07-28 10:33:27, 2023-07-28 10:33:27, -69,        2, (not associated) ,
B6:BA:2D:EA:64:36, 2023-07-28 10:33:27, 2023-07-28 10:33:27, -67,        2, (not associated) ,
A2:BF:48:44:A6:B3, 2023-07-28 10:33:29, 2023-07-28 10:33:29, -59,        2, (not associated) ,IT2 Wireless
DE:D1:80:2F:81:65, 2023-07-28 10:33:29, 2023-07-28 10:33:29, -59,        2, (not associated) ,
B2:AD:D0:D9:CA:47, 2023-07-28 10:33:30, 2023-07-28 10:33:30, -59,        2, (not associated) ,
7A:33:0E:4E:5E:72, 2023-07-28 10:33:31, 2023-07-28 10:33:31, -65,        2, (not associated) ,
BC:F1:71:D5:47:D3, 2023-07-28 10:33:32, 2023-07-28 11:55:33, -51,      251, (not associated) ,
A6:A9:7F:31:39:6F, 2023-07-28 10:33:33, 2023-07-28 10:33:33, -51,        1, (not associated) ,
C6:91:67:2C:67:8F, 2023-07-28 10:33:33, 2023-07-28 10:36:19, -67,       13, (not associated) ,
7E:A5:94:02:A9:2E, 2023-07-28 10:33:34, 2023-07-28 10:33:34, -61,        2, (not associated) ,
36:14:FA:A2:C9:1A, 2023-07-28 10:33:34, 2023-07-28 10:33:34, -47,        1, (not associated) ,
2A:E8:B7:24:8E:92, 2023-07-28 10:33:34, 2023-07-28 10:33:35, -67,        2, (not associated) ,
12:CF:B4:5A:6D:C0, 2023-07-28 10:33:38, 2023-07-28 10:33:38, -41,        2, (not associated) ,
6E:40:E2:F6:A0:BF, 2023-07-28 10:33:38, 2023-07-28 10:33:39, -65,        4, (not associated) ,cpe-26C1C3
42:74:91:C2:D2:96, 2023-07-28 10:33:40, 2023-07-28 10:33:40, -63,        2, (not associated) ,
2A:AD:AE:AB:22:62, 2023-07-28 10:33:41, 2023-07-28 10:33:41, -45,        1, (not associated) ,
26:7A:C8:8C:C2:39, 2023-07-28 10:33:41, 2023-07-28 10:33:41, -47,        1, (not associated) ,
C6:C2:2C:B4:D0:4A, 2023-07-28 10:33:42, 2023-07-28 10:33:42, -45,        1, (not associated) ,
66:20:57:2F:2E:8F, 2023-07-28 10:33:42, 2023-07-28 10:33:42, -43,        1, (not associated) ,
56:9F:3A:26:92:47, 2023-07-28 10:33:42, 2023-07-28 10:33:43, -43,        3, (not associated) ,
E2:CC:F8:EF:00:FF, 2023-07-28 10:33:43, 2023-07-28 10:33:43, -65,        1, (not associated) ,
FE:14:0C:64:EB:3B, 2023-07-28 10:33:45, 2023-07-28 10:33:45, -65,        1, (not associated) ,
56:7D:B5:8B:C4:11, 2023-07-28 10:33:46, 2023-07-28 10:33:46, -65,        1, (not associated) ,
6A:09:14:04:43:E2, 2023-07-28 10:33:46, 2023-07-28 10:33:46, -67,        1, (not associated) ,
1A:02:15:14:C7:EF, 2023-07-28 10:33:47, 2023-07-28 10:33:47, -63,        1, (not associated) ,
AA:C4:0A:59:09:9E, 2023-07-28 10:33:47, 2023-07-28 10:33:47, -69,        1, (not associated) ,
FE:B2:C0:F7:01:23, 2023-07-28 10:33:47, 2023-07-28 10:33:48, -65,        2, (not associated) ,
F6:8D:3B:B2:62:12, 2023-07-28 10:33:49, 2023-07-28 10:33:49, -51,        1, (not associated) ,
4E:A1:9A:B0:66:8F, 2023-07-28 10:33:49, 2023-07-28 10:33:49, -53,        1, (not associated) ,
36:DD:0C:24:8A:E4, 2023-07-28 10:33:49, 2023-07-28 10:33:49, -65,        2, (not associated) ,
E0:D4:E8:EF:87:EC, 2023-07-28 10:33:50, 2023-07-28 11:56:08, -71,       16, (not associated) ,
42:5D:FD:9D:E0:22, 2023-07-28 10:33:53, 2023-07-28 10:33:53, -63,        2, (not associated) ,
D6:A0:E4:BE:BC:B6, 2023-07-28 10:33:54, 2023-07-28 10:33:54, -67,        1, (not associated) ,
22:49:29:18:8D:EA, 2023-07-28 10:33:54, 2023-07-28 10:33:54, -69,        1, (not associated) ,
96:C9:97:23:FA:7E, 2023-07-28 10:33:55, 2023-07-28 10:33:55, -67,        1, (not associated) ,
D6:98:D2:CC:A3:3B, 2023-07-28 10:33:55, 2023-07-28 10:33:55, -63,        1, (not associated) ,
C4:D0:E3:5B:B4:6D, 2023-07-28 10:33:55, 2023-07-28 11:51:03, -88,       14, 92:12:38:E5:7E:1E,
FA:3A:FA:F7:C1:72, 2023-07-28 10:33:56, 2023-07-28 10:33:56, -53,        1, (not associated) ,
16:08:75:80:5F:A8, 2023-07-28 10:33:56, 2023-07-28 10:33:56, -55,        2, (not associated) ,
DA:D7:B8:B4:0D:DD, 2023-07-28 10:33:57, 2023-07-28 10:33:57, -61,        1, (not associated) ,
52:06:23:BB:FA:05, 2023-07-28 10:33:58, 2023-07-28 10:49:23,  -1,        3, E8:28:C1:DC:C6:B2,
BC:F1:71:D5:47:FB, 2023-07-28 10:34:00, 2023-07-28 11:56:05, -51,      184, (not associated) ,
D6:12:B8:84:13:11, 2023-07-28 10:34:02, 2023-07-28 10:34:02, -67,        1, (not associated) ,
C2:8F:F8:BB:7B:B9, 2023-07-28 10:34:02, 2023-07-28 10:34:02, -67,        2, (not associated) ,
52:7A:01:15:2E:30, 2023-07-28 10:34:02, 2023-07-28 10:34:02, -55,        1, (not associated) ,
A6:1D:AC:9C:37:63, 2023-07-28 10:34:04, 2023-07-28 10:34:04, -37,        1, (not associated) ,
A2:32:41:BD:57:E7, 2023-07-28 10:34:05, 2023-07-28 10:34:05, -43,        1, (not associated) ,
46:AB:18:A8:1F:30, 2023-07-28 10:34:06, 2023-07-28 10:34:06, -73,        2, (not associated) ,
4E:70:85:F5:27:2B, 2023-07-28 10:34:07, 2023-07-28 10:34:07, -69,        1, (not associated) ,
56:57:7A:5C:71:A5, 2023-07-28 10:34:08, 2023-07-28 10:34:08, -65,        1, (not associated) ,IT2 Wireless
7A:86:0A:74:EE:62, 2023-07-28 10:34:08, 2023-07-28 10:34:08, -65,        1, (not associated) ,
2A:7B:FD:BE:76:8B, 2023-07-28 10:34:09, 2023-07-28 10:34:09, -75,        1, (not associated) ,
A2:20:BA:D6:11:85, 2023-07-28 10:34:09, 2023-07-28 10:34:10, -51,       12, (not associated) ,
A6:4C:2F:7E:69:F2, 2023-07-28 10:34:09, 2023-07-28 10:34:09, -59,        1, (not associated) ,
FE:B3:23:EF:3B:A0, 2023-07-28 10:34:10, 2023-07-28 10:34:10, -59,        1, (not associated) ,
02:39:6E:3C:D5:93, 2023-07-28 10:34:10, 2023-07-28 10:34:10, -51,        1, (not associated) ,
22:8E:22:07:DF:CF, 2023-07-28 10:34:10, 2023-07-28 10:34:10, -61,        1, (not associated) ,
EE:9B:40:CB:72:E9, 2023-07-28 10:34:10, 2023-07-28 10:34:10, -65,        1, (not associated) ,
C2:05:7F:1C:96:BB, 2023-07-28 10:34:10, 2023-07-28 10:34:10, -63,        1, (not associated) ,
82:F1:5C:9A:50:0B, 2023-07-28 10:34:11, 2023-07-28 10:34:11, -49,        1, (not associated) ,
B2:62:9C:CD:FA:03, 2023-07-28 10:34:11, 2023-07-28 10:34:11, -51,        1, (not associated) ,
22:B5:5D:3D:DF:3C, 2023-07-28 10:34:16, 2023-07-28 10:34:16, -67,        1, (not associated) ,
22:84:77:B1:89:BA, 2023-07-28 10:34:16, 2023-07-28 10:34:16, -63,        1, (not associated) ,IT2 Wireless
4A:09:02:94:AD:C1, 2023-07-28 10:34:16, 2023-07-28 10:34:16, -63,        1, (not associated) ,
16:C2:E1:61:11:FB, 2023-07-28 10:34:16, 2023-07-28 10:34:16, -65,        1, (not associated) ,
BE:56:90:5F:4E:B6, 2023-07-28 10:34:16, 2023-07-28 10:34:16, -67,        1, (not associated) ,GIVC
2A:50:6A:DE:37:C4, 2023-07-28 10:34:16, 2023-07-28 10:34:16, -67,        1, (not associated) ,GIVC
2E:13:F8:BC:3A:87, 2023-07-28 10:34:16, 2023-07-28 10:34:17, -57,       10, (not associated) ,AndroidShare_1576,AndroidShare_1901,Beeline121
D2:3B:7A:0F:A7:62, 2023-07-28 10:34:16, 2023-07-28 10:34:16, -67,        1, (not associated) ,GIVC
F6:BD:AD:0B:21:60, 2023-07-28 10:34:16, 2023-07-28 10:34:16, -59,        1, (not associated) ,GIVC
AA:19:2C:15:D3:B9, 2023-07-28 10:34:18, 2023-07-28 10:34:18, -55,        1, (not associated) ,
1E:24:3B:C9:DD:08, 2023-07-28 10:34:18, 2023-07-28 10:34:18, -67,        1, (not associated) ,
F4:02:28:FD:36:F9, 2023-07-28 10:34:19, 2023-07-28 10:55:09, -69,        3, E8:28:C1:DC:C6:B2,
3E:74:0C:30:DB:1F, 2023-07-28 10:34:22, 2023-07-28 10:34:22, -53,        1, (not associated) ,
46:7D:07:8C:DB:63, 2023-07-28 10:34:24, 2023-07-28 10:34:24, -69,        1, (not associated) ,
04:33:85:71:86:B2, 2023-07-28 10:34:24, 2023-07-28 10:34:24, -63,        3, (not associated) ,
6A:18:A3:B2:36:F4, 2023-07-28 10:34:25, 2023-07-28 10:34:25, -59,        1, (not associated) ,
DA:5A:72:C7:FE:AC, 2023-07-28 10:34:26, 2023-07-28 10:34:26, -51,        1, (not associated) ,
1E:BA:C7:EB:90:78, 2023-07-28 10:34:26, 2023-07-28 10:34:26, -47,        2, (not associated) ,
D2:89:46:C7:FD:CE, 2023-07-28 10:34:26, 2023-07-28 10:34:26, -51,        1, (not associated) ,
A6:D5:7A:3D:7B:8E, 2023-07-28 10:34:26, 2023-07-28 10:34:26, -39,        2, (not associated) ,
CA:87:5C:C7:CD:02, 2023-07-28 10:34:26, 2023-07-28 10:34:27, -69,        2, (not associated) ,
7E:E8:43:27:6E:2F, 2023-07-28 10:34:27, 2023-07-28 10:34:27, -67,        1, (not associated) ,
FE:ED:69:60:69:09, 2023-07-28 10:34:27, 2023-07-28 10:34:27, -71,        1, (not associated) ,
8E:DB:39:F0:6C:A8, 2023-07-28 10:34:27, 2023-07-28 10:34:27, -65,        1, (not associated) ,
72:55:BF:9A:86:C4, 2023-07-28 10:34:27, 2023-07-28 10:34:27, -67,        1, (not associated) ,
C2:93:FD:DB:8C:28, 2023-07-28 10:34:27, 2023-07-28 10:34:27, -55,        1, (not associated) ,
A2:55:AC:D3:0F:0F, 2023-07-28 10:34:28, 2023-07-28 10:34:28, -57,        1, (not associated) ,
FA:59:8A:9A:49:7D, 2023-07-28 10:34:28, 2023-07-28 10:34:28, -65,        2, (not associated) ,
50:8F:4C:4D:21:13, 2023-07-28 10:34:29, 2023-07-28 10:34:29, -71,        2, B2:1B:0C:67:0A:BD,
26:1C:BB:58:27:9D, 2023-07-28 10:34:30, 2023-07-28 10:34:30, -83,        1, (not associated) ,
62:E1:6D:AC:48:B9, 2023-07-28 10:34:30, 2023-07-28 10:34:30, -69,        1, (not associated) ,
1A:3D:11:D5:D2:94, 2023-07-28 10:34:33, 2023-07-28 10:34:33, -67,        1, (not associated) ,
6A:E8:64:24:8F:05, 2023-07-28 10:34:33, 2023-07-28 10:34:33, -65,        1, (not associated) ,
9A:BC:F1:A6:AE:1E, 2023-07-28 10:34:33, 2023-07-28 10:34:33, -47,        1, (not associated) ,
4A:DC:D2:8C:8E:0F, 2023-07-28 10:34:34, 2023-07-28 10:34:34, -57,        1, (not associated) ,
8A:55:E2:15:13:BB, 2023-07-28 10:34:34, 2023-07-28 10:34:34, -63,        1, (not associated) ,
16:9C:FD:6C:63:E1, 2023-07-28 10:34:34, 2023-07-28 10:34:47, -67,      223, E8:28:C1:DE:74:32,MIREA_HOTSPOT
1A:A0:4E:0D:8F:AE, 2023-07-28 10:34:34, 2023-07-28 10:34:34, -57,        1, (not associated) ,
76:B6:93:0D:0F:AE, 2023-07-28 10:34:34, 2023-07-28 10:34:34, -63,        1, (not associated) ,
82:8A:4A:0C:FF:47, 2023-07-28 10:34:34, 2023-07-28 10:34:34, -55,        2, (not associated) ,
EE:AD:70:E4:F3:B3, 2023-07-28 10:34:35, 2023-07-28 10:34:35, -61,        2, (not associated) ,
3A:F5:AC:5E:F5:81, 2023-07-28 10:34:35, 2023-07-28 10:34:35, -63,        1, (not associated) ,
16:FA:3E:A6:9E:AE, 2023-07-28 10:34:35, 2023-07-28 10:34:35, -59,        3, (not associated) ,
DA:3A:E2:F1:9A:60, 2023-07-28 10:34:35, 2023-07-28 10:34:35, -51,        1, (not associated) ,
5A:BC:98:82:AE:EF, 2023-07-28 10:34:35, 2023-07-28 10:34:35, -55,        1, (not associated) ,
BC:F1:71:D5:3F:6D, 2023-07-28 10:34:36, 2023-07-28 11:55:42, -67,      271, (not associated) ,
16:A4:A4:5B:5B:4A, 2023-07-28 10:34:37, 2023-07-28 10:34:37, -51,        2, (not associated) ,
EA:3E:1C:29:B2:D6, 2023-07-28 10:34:37, 2023-07-28 10:34:37, -47,        2, (not associated) ,
DA:E3:0C:A3:0F:9F, 2023-07-28 10:34:37, 2023-07-28 10:34:37, -51,        2, (not associated) ,
D6:2E:8B:1F:9C:4E, 2023-07-28 10:34:39, 2023-07-28 10:36:52,  -5,      115, (not associated) ,
36:20:F0:F4:07:E6, 2023-07-28 10:34:40, 2023-07-28 10:34:40, -53,        2, (not associated) ,
12:F2:23:A7:71:F7, 2023-07-28 10:34:40, 2023-07-28 10:34:40, -65,        1, (not associated) ,
C6:B3:DC:B2:1D:03, 2023-07-28 10:34:40, 2023-07-28 10:34:40, -45,        2, (not associated) ,
BC:F1:71:D4:DB:09, 2023-07-28 10:34:41, 2023-07-28 11:55:40, -57,      115, (not associated) ,
F2:9C:5E:00:62:65, 2023-07-28 10:34:42, 2023-07-28 10:34:42, -47,        1, (not associated) ,
E6:2A:FA:66:A4:40, 2023-07-28 10:34:42, 2023-07-28 10:34:42, -83,        1, (not associated) ,
66:4D:7A:EA:9B:26, 2023-07-28 10:34:42, 2023-07-28 10:34:42, -59,        1, (not associated) ,
E2:B4:48:13:2E:3D, 2023-07-28 10:34:43, 2023-07-28 10:34:43, -65,        1, (not associated) ,
2E:E0:C3:0B:15:D4, 2023-07-28 10:34:43, 2023-07-28 10:34:50, -67,        3, 00:25:00:FF:94:73,
BC:F1:71:D5:47:CE, 2023-07-28 10:34:46, 2023-07-28 11:55:47, -59,      190, (not associated) ,
72:E1:3E:D3:E7:3E, 2023-07-28 10:34:49, 2023-07-28 10:34:49, -67,        3, (not associated) ,
7A:17:D1:9F:60:0E, 2023-07-28 10:34:49, 2023-07-28 10:34:49, -65,        1, (not associated) ,
BC:F1:71:D5:0D:45, 2023-07-28 10:34:49, 2023-07-28 11:55:49, -53,      215, (not associated) ,
6E:D6:70:74:F7:C8, 2023-07-28 10:34:50, 2023-07-28 10:34:50, -53,        1, (not associated) ,
62:F9:4D:E5:90:C0, 2023-07-28 10:34:52, 2023-07-28 10:34:52, -63,        1, (not associated) ,
00:98:8C:CE:8E:45, 2023-07-28 10:34:53, 2023-07-28 10:35:13, -65,        4, (not associated) ,
0A:DA:B8:61:58:DC, 2023-07-28 10:34:53, 2023-07-28 10:34:53, -55,        1, (not associated) ,
C2:3E:E6:1E:27:94, 2023-07-28 10:34:55, 2023-07-28 10:34:55, -73,        1, (not associated) ,
BE:32:2B:D4:68:02, 2023-07-28 10:34:55, 2023-07-28 10:34:55, -69,        1, (not associated) ,
E2:B2:AE:2D:49:81, 2023-07-28 10:34:55, 2023-07-28 10:34:55, -39,        1, (not associated) ,
0E:18:E9:76:DF:1C, 2023-07-28 10:34:55, 2023-07-28 10:34:55, -35,        1, (not associated) ,
82:06:A0:C0:7A:0F, 2023-07-28 10:34:56, 2023-07-28 10:34:56, -59,        1, (not associated) ,
04:B1:A1:F4:18:DF, 2023-07-28 10:34:57, 2023-07-28 10:34:59, -55,        6, (not associated) ,
6A:21:62:C2:36:3A, 2023-07-28 10:34:58, 2023-07-28 10:34:58, -59,        1, (not associated) ,GIVC
0E:FB:1F:AC:F1:FF, 2023-07-28 10:34:58, 2023-07-28 10:34:58, -57,        1, (not associated) ,GIVC
92:A8:B4:14:62:3F, 2023-07-28 10:34:58, 2023-07-28 10:34:58, -57,        1, (not associated) ,
AA:AC:92:63:07:BD, 2023-07-28 10:34:58, 2023-07-28 10:34:58, -43,        2, (not associated) ,
0A:A1:66:C0:86:B9, 2023-07-28 10:35:02, 2023-07-28 10:35:02, -65,        2, (not associated) ,
9E:29:EA:E9:70:20, 2023-07-28 10:35:02, 2023-07-28 10:35:05, -61,        7, E8:28:C1:DC:B2:50,MIREA_GUESTS
BA:FC:C9:A6:9B:03, 2023-07-28 10:35:03, 2023-07-28 10:35:03, -63,        1, (not associated) ,
0E:EF:92:2D:D4:25, 2023-07-28 10:35:04, 2023-07-28 10:35:04, -69,        2, (not associated) ,
F6:F1:AE:C5:F6:86, 2023-07-28 10:35:04, 2023-07-28 10:35:05, -85,        2, (not associated) ,
C0:E4:34:FA:1D:1B, 2023-07-28 10:35:06, 2023-07-28 10:35:06, -69,        1, (not associated) ,
62:10:65:C4:5E:E8, 2023-07-28 10:35:06, 2023-07-28 10:35:07, -55,        2, (not associated) ,
0E:FF:C1:8F:B2:D7, 2023-07-28 10:35:07, 2023-07-28 10:35:07, -65,        6, (not associated) ,NoW,拯救者 Y70,\xD5\xFC\xBE\xC8\xD5\xDF Y70
02:A8:31:A0:0A:F6, 2023-07-28 10:35:08, 2023-07-28 10:35:08, -63,        2, (not associated) ,
72:B9:3C:71:46:17, 2023-07-28 10:35:09, 2023-07-28 10:35:09, -61,        1, (not associated) ,
3A:67:68:FF:F1:E5, 2023-07-28 10:35:10, 2023-07-28 10:35:10, -45,        7, (not associated) ,
42:26:7A:AE:CC:6B, 2023-07-28 10:35:10, 2023-07-28 10:35:10, -65,        1, (not associated) ,
6A:AE:A0:9A:51:35, 2023-07-28 10:35:15, 2023-07-28 10:35:15, -61,        1, (not associated) ,GIVC
96:9B:11:A4:39:54, 2023-07-28 10:35:15, 2023-07-28 10:35:15, -59,        1, (not associated) ,GIVC
32:16:97:97:22:47, 2023-07-28 10:35:16, 2023-07-28 10:35:16, -65,        1, (not associated) ,GIVC
76:BA:2E:88:1A:F9, 2023-07-28 10:35:16, 2023-07-28 10:35:16, -67,        1, (not associated) ,GIVC
8A:97:1F:32:70:FD, 2023-07-28 10:35:16, 2023-07-28 10:35:16, -67,        1, (not associated) ,GIVC
6E:23:F7:30:57:07, 2023-07-28 10:35:16, 2023-07-28 10:35:16, -67,        1, (not associated) ,GIVC
96:04:AA:BE:42:47, 2023-07-28 10:35:17, 2023-07-28 10:35:17, -59,        3, (not associated) ,AndroidShare_1576,AndroidShare_1901
